Source,Season,Production
Wind,Fall,9528
Wind,Spring,7633
Wind,Winter,718
Wind,Fall,990
Wind,Summer,5544
Wind,Winter,16405
Wind,Winter,15893
Wind,Winter,7687
Wind,Spring,5379
Solar,Winter,2139
Solar,Summer,11049
Wind,Spring,3135
Wind,Winter,7464
Solar,Winter,1959
Wind,Winter,6904
Wind,Summer,3068
Wind,Winter,9308
Wind,Summer,7239
Solar,Spring,8895
Wind,Winter,16728
Wind,Summer,1669
Solar,Summer,5316
Wind,Spring,8313
Wind,Spring,4075
Wind,Fall,17990
Wind,Fall,6382
Wind,Summer,2882
Solar,Summer,8202
Wind,Spring,11111
Solar,Summer,12184
Wind,Fall,9343
Wind,Spring,1107
Wind,Summer,2699
Wind,Fall,2085
Wind,Spring,2598
Wind,Summer,2214
Wind,Fall,842
Wind,Fall,1733
Wind,Winter,8149
Wind,Winter,2271
Wind,Spring,2788
Solar,Fall,6437
Wind,Spring,6371
Solar,Summer,7189
Wind,Spring,4765
Wind,Summer,6797
Wind,Fall,10122
Wind,Fall,1058
Wind,Fall,4783
Wind,Winter,2522
Wind,Summer,5303
Wind,Spring,4373
Wind,Summer,3938
Solar,Summer,5717
Wind,Winter,8804
Solar,Spring,5509
Solar,Summer,3404
Wind,Fall,6944
Wind,Fall,1013
Wind,Winter,6542
Wind,Summer,3203
Wind,Fall,11741
Wind,Spring,11027
Wind,Summer,3679
Wind,Summer,1807
Wind,Fall,2889
Wind,Spring,2612
Wind,Spring,5240
Solar,Spring,7982
Wind,Fall,1107
Wind,Summer,3018
Wind,Summer,4269
Wind,Summer,4573
Wind,Summer,7106
Solar,Winter,9036
Wind,Winter,1737
Wind,Winter,7774
Wind,Spring,2753
Wind,Spring,9139
Solar,Summer,3542
Wind,Summer,2742
Wind,Summer,2125
Wind,Spring,20481
Wind,Spring,4978
Wind,Winter,9773
Wind,Spring,1414
Wind,Spring,9362
Wind,Spring,9817
Wind,Summer,2341
Wind,Summer,4579
Wind,Winter,15224
Solar,Fall,6760
Wind,Spring,2636
Wind,Winter,6309
Wind,Fall,3178
Wind,Summer,4840
Wind,Spring,4726
Wind,Summer,7037
Solar,Winter,5505
Wind,Winter,5949
Wind,Spring,8702
Wind,Spring,4185
Wind,Winter,15113
Wind,Fall,4894
Wind,Spring,4219
Wind,Summer,3501
Wind,Spring,12324
Wind,Summer,2950
Wind,Winter,4875
Wind,Fall,7969
Wind,Winter,8915
Wind,Winter,8474
Wind,Fall,2204
Solar,Summer,7623
Wind,Fall,12605
Wind,Fall,12527
Wind,Winter,8206
Wind,Spring,4571
Wind,Fall,6940
Wind,Fall,7511
Wind,Summer,994
Solar,Spring,7637
Wind,Fall,8206
Wind,Fall,12791
Wind,Spring,5016
Wind,Fall,2709
Wind,Winter,4537
Wind,Fall,703
Wind,Spring,5194
Wind,Fall,638
Wind,Winter,5347
Solar,Summer,3126
Solar,Winter,5239
Wind,Spring,1791
Wind,Fall,19412
Solar,Summer,3408
Wind,Summer,2998
Wind,Winter,11863
Wind,Summer,3228
Wind,Summer,5234
Wind,Summer,2289
Wind,Spring,4874
Wind,Winter,7291
Solar,Winter,5260
Wind,Winter,2074
Wind,Spring,5339
Wind,Fall,5791
Wind,Fall,3360
Wind,Spring,2576
Wind,Fall,1743
Solar,Fall,9015
Wind,Spring,10266
Solar,Spring,5628
Wind,Fall,2773
Wind,Summer,1489
Wind,Fall,1029
Solar,Summer,10199
Wind,Summer,2082
Solar,Spring,7142
Wind,Winter,12003
Wind,Winter,7892
Solar,Summer,6522
Wind,Fall,1556
Wind,Summer,3428
Wind,Spring,8261
Wind,Fall,9773
Wind,Winter,5802
Wind,Fall,18876
Wind,Fall,4410
Solar,Summer,1265
Wind,Summer,2320
Wind,Spring,2941
Solar,Spring,4960
Solar,Summer,4779
Wind,Winter,2049
Wind,Summer,8767
Wind,Winter,17178
Wind,Summer,3797
Solar,Summer,6632
Wind,Fall,1216
Wind,Winter,6009
Wind,Fall,5892
Solar,Summer,6728
Wind,Fall,9172
Wind,Summer,10535
Wind,Fall,1373
Wind,Winter,16129
Wind,Spring,5070
Wind,Fall,4199
Solar,Summer,4899
Solar,Spring,2020
Wind,Summer,4676
Wind,Winter,5287
Wind,Winter,4507
Solar,Summer,5552
Wind,Fall,4252
Wind,Spring,2273
Wind,Fall,3110
Wind,Winter,1338
Wind,Winter,10687
Wind,Summer,3117
Wind,Fall,4654
Wind,Spring,4730
Solar,Summer,1804
Solar,Summer,7746
Wind,Spring,5414
Solar,Summer,5149
Solar,Summer,7335
Solar,Summer,7100
Wind,Winter,4873
Wind,Spring,17696
Wind,Winter,10771
Wind,Fall,3165
Solar,Fall,5281
Wind,Summer,3100
Solar,Fall,6070
Wind,Summer,1141
Wind,Summer,2329
Wind,Spring,6877
Wind,Spring,3036
Solar,Spring,5592
Wind,Winter,13814
Wind,Winter,11590
Wind,Winter,3069
Wind,Spring,2704
Wind,Spring,2524
Wind,Winter,11631
Wind,Fall,11206
Wind,Winter,14179
Solar,Summer,1340
Wind,Summer,7508
Wind,Spring,3992
Wind,Fall,14751
Wind,Summer,2071
Wind,Fall,4056
Wind,Spring,10072
Solar,Spring,4529
Wind,Fall,1662
Wind,Spring,1294
Wind,Spring,2620
Wind,Spring,3529
Wind,Winter,12234
Wind,Spring,5858
Solar,Fall,5527
Wind,Spring,7119
Wind,Fall,11544
Wind,Spring,8268
Wind,Spring,2801
Wind,Winter,9209
Wind,Spring,8811
Wind,Fall,6028
Wind,Fall,7003
Wind,Spring,7721
Wind,Spring,12665
Solar,Summer,9758
Wind,Spring,17702
Wind,Winter,14387
Wind,Fall,10410
Solar,Summer,6165
Wind,Winter,5460
Wind,Winter,4994
Solar,Summer,6073
Wind,Winter,8897
Wind,Summer,3140
Wind,Fall,12182
Wind,Spring,9358
Solar,Fall,6288
Wind,Winter,7773
Wind,Winter,2401
Wind,Spring,1899
Wind,Summer,1697
Solar,Summer,5642
Wind,Summer,3478
Wind,Summer,5770
Wind,Winter,1862
Wind,Fall,1006
Wind,Fall,15144
Wind,Fall,5383
Wind,Fall,10158
Wind,Spring,2008
Wind,Summer,4175
Solar,Winter,2952
Wind,Summer,7668
Wind,Winter,1948
Wind,Summer,1318
Solar,Summer,4649
Wind,Winter,7485
Wind,Fall,8921
Wind,Winter,3638
Wind,Spring,6052
Wind,Fall,9396
Solar,Summer,6264
Solar,Summer,4951
Wind,Spring,10159
Wind,Fall,6161
Wind,Fall,3133
Wind,Spring,9741
Wind,Summer,4992
Wind,Winter,7073
Wind,Spring,6109
Solar,Summer,8621
Wind,Winter,4035
Solar,Fall,7762
Wind,Fall,5912
Wind,Fall,7372
Wind,Spring,8585
Wind,Spring,3890
Wind,Fall,1691
Wind,Spring,17554
Wind,Summer,2062
Wind,Fall,3955
Wind,Spring,3949
Wind,Winter,11274
Wind,Fall,6141
Wind,Fall,12379
Wind,Fall,18615
Wind,Summer,6003
Wind,Spring,4187
Wind,Spring,6856
Wind,Summer,3635
Wind,Winter,15847
Wind,Winter,3197
Wind,Winter,9118
Wind,Fall,3067
Wind,Fall,2363
Wind,Fall,4227
Wind,Winter,6778
Wind,Spring,2302
Wind,Spring,8115
Wind,Summer,1191
Solar,Summer,13917
Wind,Fall,7218
Wind,Fall,2556
Solar,Fall,4832
Wind,Fall,4113
Wind,Winter,4830
Wind,Winter,5832
Wind,Spring,6474
Wind,Fall,1387
Wind,Spring,3278
Wind,Spring,4322
Wind,Spring,4805
Wind,Summer,3681
Wind,Winter,5801
Wind,Winter,8841
Wind,Spring,9447
Wind,Summer,2819
Wind,Summer,1935
Wind,Summer,8461
Wind,Fall,7512
Wind,Winter,3896
Wind,Fall,6173
Wind,Spring,9947
Wind,Winter,8878
Wind,Spring,8435
Wind,Fall,2222
Wind,Winter,7788
Wind,Winter,7220
Wind,Spring,9987
Wind,Fall,2667
Wind,Fall,3983
Wind,Summer,3146
Wind,Fall,14105
Wind,Winter,9866
Wind,Summer,2822
Wind,Summer,9996
Wind,Spring,5861
Wind,Spring,9194
Wind,Summer,2997
Solar,Fall,5154
Wind,Spring,7484
Solar,Summer,5599
Wind,Winter,1181
Wind,Summer,1022
Wind,Winter,5436
Wind,Fall,10232
Solar,Spring,5940
Wind,Fall,12501
Wind,Spring,9475
Wind,Winter,16981
Wind,Fall,13651
Solar,Summer,3557
Solar,Spring,6242
Wind,Spring,4730
Wind,Winter,10684
Wind,Winter,10886
Wind,Fall,3730
Wind,Summer,4830
Wind,Summer,2780
Wind,Fall,6841
Wind,Winter,2553
Wind,Summer,1980
Wind,Summer,7359
Wind,Spring,858
Wind,Summer,7229
Wind,Summer,4864
Wind,Summer,4008
Wind,Winter,3804
Wind,Fall,9698
Wind,Summer,9590
Wind,Summer,5128
Solar,Summer,7007
Wind,Winter,6776
Wind,Spring,10214
Solar,Fall,10425
Wind,Summer,5426
Solar,Spring,6944
Wind,Fall,11448
Solar,Summer,9662
Wind,Summer,8159
Wind,Spring,3553
Wind,Fall,2169
Solar,Fall,3541
Solar,Spring,5647
Wind,Fall,1363
Solar,Fall,5424
Solar,Summer,5290
Wind,Summer,4957
Solar,Winter,4165
Wind,Winter,6024
Wind,Fall,1224
Wind,Fall,4643
Wind,Winter,1245
Wind,Fall,6877
Wind,Fall,3174
Wind,Spring,2336
Wind,Fall,14209
Wind,Spring,3114
Wind,Fall,10053
Solar,Summer,4589
Wind,Winter,7406
Solar,Spring,4051
Wind,Winter,5050
Wind,Spring,10061
Wind,Fall,14087
Wind,Winter,4715
Wind,Fall,6838
Wind,Fall,4680
Solar,Winter,9563
Wind,Summer,3586
Wind,Winter,14028
Wind,Fall,5192
Wind,Winter,1912
Wind,Fall,11275
Wind,Fall,9187
Wind,Spring,6079
Wind,Winter,2969
Wind,Fall,7511
Wind,Summer,3484
Solar,Fall,8521
Solar,Fall,8373
Wind,Winter,7406
Wind,Spring,9152
Wind,Winter,8905
Wind,Fall,5394
Wind,Spring,2119
Wind,Fall,6404
Wind,Winter,7100
Wind,Summer,2905
Wind,Fall,12950
Wind,Fall,2581
Wind,Winter,12114
Wind,Winter,5264
Solar,Summer,3451
Wind,Fall,3073
Solar,Spring,3776
Solar,Summer,6313
Wind,Fall,5053
Wind,Spring,1552
Wind,Spring,5134
Wind,Fall,576
Wind,Spring,6501
Wind,Summer,2789
Wind,Summer,15715
Wind,Winter,3066
Wind,Fall,12444
Wind,Summer,3414
Wind,Summer,8011
Wind,Spring,6236
Solar,Fall,4253
Wind,Fall,9449
Wind,Summer,2594
Solar,Fall,4221
Wind,Summer,3505
Wind,Fall,1716
Solar,Summer,6377
Wind,Summer,1116
Solar,Fall,2760
Wind,Winter,3581
Wind,Winter,15334
Wind,Fall,9122
Wind,Winter,12629
Wind,Winter,1267
Wind,Fall,5258
Wind,Summer,6852
Wind,Summer,4080
Solar,Spring,6348
Wind,Spring,5477
Wind,Summer,3450
Wind,Fall,10680
Solar,Spring,5901
Solar,Spring,6042
Wind,Spring,1864
Solar,Fall,5672
Wind,Winter,17091
Wind,Spring,8681
Wind,Fall,9170
Wind,Spring,4629
Wind,Fall,3559
Wind,Winter,2282
Solar,Fall,3638
Solar,Winter,8954
Wind,Fall,2238
Wind,Spring,6405
Wind,Winter,7370
Wind,Winter,10458
Wind,Summer,4282
Wind,Fall,11364
Wind,Fall,1388
Wind,Fall,6472
Wind,Summer,7951
Wind,Fall,6345
Wind,Spring,10044
Wind,Fall,4288
Wind,Fall,1837
Solar,Fall,12354
Wind,Winter,1684
Wind,Fall,1974
Solar,Fall,6012
Solar,Spring,6628
Wind,Spring,3161
Wind,Winter,13842
Solar,Summer,10406
Wind,Summer,5857
Solar,Summer,10248
Wind,Summer,1885
Wind,Summer,2748
Wind,Summer,4362
Wind,Spring,2548
Solar,Spring,11083
Wind,Spring,6448
Wind,Spring,1479
Wind,Fall,6255
Wind,Winter,7331
Wind,Summer,7300
Wind,Fall,8812
Wind,Spring,3771
Wind,Summer,1726
Wind,Winter,18435
Solar,Spring,4702
Wind,Winter,11203
Wind,Summer,1590
Wind,Spring,7248
Wind,Fall,8885
Wind,Winter,3287
Wind,Fall,6373
Wind,Summer,4033
Wind,Summer,2396
Wind,Summer,4482
Wind,Spring,12091
Wind,Summer,3597
Wind,Fall,6097
Wind,Winter,13655
Wind,Fall,4894
Wind,Winter,8095
Wind,Winter,7820
Wind,Fall,3772
Solar,Summer,3755
Wind,Winter,12685
Wind,Winter,17499
Solar,Summer,8522
Wind,Fall,3730
Solar,Winter,3503
Wind,Fall,8023
Wind,Summer,4024
Wind,Fall,8964
Wind,Spring,1147
Wind,Fall,2032
Wind,Fall,8433
Wind,Winter,11747
Wind,Winter,2284
Wind,Spring,1128
Wind,Spring,1215
Wind,Spring,9774
Wind,Winter,5111
Wind,Summer,6095
Solar,Spring,3175
Wind,Summer,2159
Wind,Spring,11565
Wind,Spring,1032
Wind,Winter,11065
Wind,Fall,2922
Wind,Winter,9034
Wind,Fall,1390
Wind,Fall,4389
Wind,Fall,6928
Wind,Winter,13368
Wind,Summer,3683
Wind,Fall,6021
Wind,Summer,5789
Solar,Winter,7270
Wind,Fall,12121
Wind,Spring,8524
Wind,Fall,12232
Wind,Fall,2319
Wind,Fall,14059
Wind,Fall,5601
Wind,Winter,8746
Solar,Summer,6076
Solar,Winter,5927
Wind,Summer,5491
Wind,Summer,3213
Wind,Winter,3944
Wind,Winter,3287
Wind,Winter,8851
Wind,Spring,10314
Wind,Summer,4700
Wind,Winter,1910
Wind,Spring,5299
Wind,Fall,3695
Wind,Summer,3666
Wind,Spring,4293
Wind,Fall,7088
Wind,Summer,2133
Wind,Spring,6344
Wind,Summer,1730
Solar,Fall,4492
Wind,Winter,8001
Wind,Winter,12265
Solar,Fall,5294
Wind,Fall,11127
Wind,Winter,4426
Wind,Winter,6593
Wind,Spring,4594
Solar,Summer,4701
Wind,Winter,3521
Solar,Summer,4552
Wind,Fall,4056
Wind,Spring,5369
Solar,Winter,6105
Wind,Spring,4389
Wind,Spring,8343
Wind,Fall,11947
Solar,Spring,5795
Wind,Winter,629
Wind,Spring,10312
Wind,Fall,2722
Wind,Winter,5039
Solar,Spring,5870
Wind,Fall,11028
Wind,Spring,11478
Wind,Winter,8302
Solar,Summer,7321
Wind,Winter,11852
Wind,Spring,5856
Wind,Summer,4137
Solar,Winter,5520
Wind,Spring,3881
Wind,Fall,6132
Solar,Spring,4412
Wind,Spring,9548
Solar,Spring,2257
Wind,Fall,9453
Wind,Winter,4016
Wind,Fall,7981
Wind,Fall,5147
Wind,Fall,2256
Wind,Winter,11907
Solar,Spring,7730
Wind,Summer,2493
Wind,Spring,2101
Wind,Winter,8085
Solar,Fall,2867
Wind,Winter,16903
Wind,Winter,6726
Wind,Summer,11586
Wind,Winter,7021
Solar,Fall,4167
Wind,Fall,6293
Wind,Summer,6081
Wind,Fall,3664
Wind,Winter,5226
Wind,Spring,17815
Wind,Spring,787
Wind,Fall,2435
Solar,Summer,10246
Wind,Winter,6320
Wind,Spring,8846
Wind,Fall,8855
Solar,Spring,11009
Wind,Spring,5593
Wind,Winter,2080
Wind,Spring,7362
Wind,Fall,3111
Solar,Summer,5192
Wind,Summer,1520
Solar,Summer,6256
Wind,Spring,5339
Wind,Summer,7678
Wind,Summer,1151
Wind,Fall,11852
Wind,Winter,6180
Wind,Winter,3926
Wind,Fall,9086
Wind,Fall,12790
Wind,Spring,8847
Wind,Spring,5235
Wind,Fall,12247
Wind,Winter,2464
Wind,Fall,2638
Wind,Fall,2915
Solar,Fall,1244
Wind,Spring,9879
Solar,Summer,3808
Wind,Winter,13143
Wind,Winter,1702
Wind,Fall,1693
Wind,Fall,17289
Wind,Fall,9887
Wind,Spring,3176
Wind,Spring,5746
Solar,Spring,2584
Wind,Fall,6261
Wind,Spring,1181
Wind,Fall,1523
Wind,Fall,12917
Wind,Winter,5508
Wind,Winter,6544
Wind,Fall,5320
Wind,Summer,3849
Wind,Spring,2759
Wind,Fall,10200
Wind,Summer,8312
Wind,Spring,4859
Wind,Summer,2703
Wind,Summer,2099
Wind,Winter,2001
Solar,Fall,5243
Wind,Fall,6935
Wind,Winter,7316
Wind,Summer,2633
Wind,Fall,10177
Wind,Winter,12555
Wind,Spring,11009
Wind,Spring,12608
Wind,Winter,6605
Wind,Fall,2775
Wind,Winter,5233
Wind,Spring,6221
Wind,Summer,3787
Solar,Summer,3406
Wind,Summer,2982
Wind,Fall,5528
Solar,Fall,7432
Wind,Fall,10661
Wind,Summer,1897
Wind,Fall,2823
Solar,Summer,11247
Wind,Winter,5419
Solar,Summer,6880
Wind,Winter,9043
Wind,Winter,6084
Wind,Spring,4216
Wind,Spring,5803
Wind,Fall,9916
Wind,Fall,2943
Wind,Summer,2752
Wind,Fall,4538
Wind,Spring,11238
Wind,Winter,1769
Wind,Fall,2186
Wind,Summer,457
Wind,Fall,4265
Solar,Fall,4255
Wind,Fall,620
Solar,Summer,10243
Wind,Spring,761
Wind,Summer,7181
Wind,Fall,7802
Wind,Spring,10928
Wind,Summer,4508
Wind,Spring,5453
Wind,Winter,6414
Wind,Winter,11735
Wind,Fall,1628
Wind,Fall,2057
Wind,Fall,6338
Wind,Summer,6493
Solar,Summer,3314
Wind,Fall,8331
Wind,Fall,1382
Wind,Spring,9466
Solar,Summer,6886
Wind,Summer,4184
Solar,Fall,4377
Wind,Winter,16390
Wind,Summer,5024
Wind,Summer,2071
Wind,Spring,5212
Wind,Fall,7672
Wind,Fall,4026
Solar,Summer,9011
Wind,Winter,2226
Solar,Summer,1519
Wind,Fall,9491
Wind,Summer,2712
Wind,Spring,789
Wind,Summer,8685
Solar,Summer,6670
Solar,Fall,6703
Wind,Spring,5266
Wind,Summer,6434
Wind,Summer,3596
Wind,Spring,9579
Wind,Spring,6158
Wind,Spring,7649
Wind,Winter,5701
Wind,Winter,4745
Wind,Fall,11043
Wind,Fall,3991
Wind,Winter,8096
Solar,Summer,2473
Solar,Summer,16316
Solar,Spring,5040
Wind,Summer,1498
Wind,Fall,480
Wind,Spring,7345
Wind,Spring,2885
Wind,Spring,3581
Wind,Spring,6342
Wind,Winter,5824
Solar,Summer,6203
Wind,Fall,12500
Wind,Spring,8020
Wind,Winter,15633
Wind,Spring,6858
Wind,Summer,2638
Wind,Fall,4189
Wind,Fall,7062
Wind,Spring,8777
Wind,Summer,3380
Wind,Winter,12640
Wind,Fall,2664
Solar,Summer,3428
Solar,Spring,7322
Wind,Spring,7318
Wind,Winter,8147
Wind,Spring,4815
Wind,Winter,5470
Wind,Spring,2385
Wind,Fall,8105
Wind,Fall,4725
Wind,Summer,2929
Wind,Spring,16075
Solar,Fall,6161
Wind,Winter,10028
Wind,Winter,16235
Wind,Winter,10602
Wind,Summer,4160
Wind,Fall,7650
Wind,Summer,2549
Solar,Spring,7591
Wind,Fall,11121
Wind,Summer,2688
Solar,Fall,4056
Wind,Fall,569
Solar,Spring,6146
Wind,Fall,3074
Wind,Spring,3332
Wind,Fall,4896
Wind,Spring,18978
Solar,Spring,7394
Solar,Spring,4576
Solar,Spring,3058
Wind,Fall,5836
Wind,Spring,1340
Wind,Spring,5407
Wind,Summer,4491
Wind,Spring,13351
Wind,Summer,6890
Wind,Spring,3193
Wind,Fall,4319
Wind,Spring,2580
Wind,Winter,2507
Wind,Fall,17641
Wind,Spring,10511
Wind,Spring,4689
Wind,Fall,8101
Solar,Spring,4939
Wind,Spring,2263
Wind,Spring,8880
Solar,Spring,7748
Wind,Winter,7008
Wind,Summer,4069
Solar,Summer,5097
Wind,Spring,3763
Solar,Summer,5120
Wind,Fall,8902
Wind,Fall,7695
Wind,Summer,1935
Wind,Winter,4009
Wind,Fall,4222
Wind,Fall,3710
Wind,Winter,7343
Wind,Summer,3291
Wind,Fall,1059
Wind,Spring,2220
Wind,Fall,5694
Wind,Spring,17590
Wind,Fall,6940
Wind,Summer,5758
Wind,Fall,9768
Wind,Winter,17056
Solar,Fall,3933
Wind,Fall,14862
Wind,Summer,3844
Wind,Spring,18160
Wind,Summer,1968
Wind,Summer,1831
Wind,Fall,5403
Wind,Summer,2703
Wind,Winter,1499
Wind,Winter,2427
Wind,Spring,14628
Wind,Summer,11596
Solar,Summer,4334
Wind,Fall,9625
Wind,Winter,9016
Wind,Winter,5219
Wind,Winter,1016
Wind,Summer,4314
Wind,Summer,2055
Solar,Summer,7944
Wind,Winter,6748
Wind,Fall,7618
Solar,Fall,3832
Wind,Winter,2060
Wind,Summer,1647
Solar,Fall,1612
Wind,Fall,12852
Wind,Winter,5918
Wind,Spring,5825
Wind,Fall,11783
Wind,Summer,1475
Solar,Summer,7346
Wind,Fall,8247
Wind,Winter,4530
Wind,Summer,7222
Wind,Winter,3833
Wind,Spring,10394
Solar,Summer,5153
Wind,Spring,3414
Wind,Spring,3390
Wind,Spring,2713
Wind,Summer,7272
Wind,Winter,2280
Wind,Summer,8277
Solar,Fall,1421
Solar,Summer,4442
Wind,Winter,3368
Wind,Summer,2997
Wind,Spring,6203
Solar,Summer,7560
Wind,Spring,2629
Wind,Summer,3140
Wind,Fall,3533
Wind,Spring,9398
Solar,Spring,6529
Wind,Spring,2592
Wind,Fall,4959
Wind,Fall,5024
Wind,Spring,10923
Wind,Fall,12001
Wind,Spring,6452
Solar,Spring,4079
Wind,Summer,969
Wind,Fall,2828
Wind,Summer,2126
Wind,Fall,11879
Solar,Summer,2904
Wind,Summer,1922
Wind,Spring,11731
Solar,Winter,2515
Wind,Spring,7608
Wind,Fall,2221
Solar,Summer,7995
Solar,Spring,6717
Wind,Fall,4181
Wind,Fall,3313
Wind,Spring,5740
Wind,Fall,4953
Wind,Spring,3355
Solar,Fall,6967
Wind,Spring,1697
Wind,Spring,1338
Solar,Winter,2888
Wind,Fall,8982
Solar,Spring,1941
Wind,Winter,16804
Wind,Winter,3652
Wind,Fall,5041
Wind,Summer,1923
Solar,Winter,4910
Wind,Spring,9882
Wind,Fall,11979
Wind,Summer,1479
Wind,Spring,8987
Wind,Fall,2696
Solar,Fall,3762
Wind,Winter,11436
Wind,Summer,5004
Wind,Spring,12278
Solar,Spring,6031
Solar,Spring,7683
Solar,Fall,5140
Wind,Fall,8558
Wind,Fall,2128
Wind,Winter,5850
Solar,Summer,3933
Wind,Winter,19810
Wind,Spring,10031
Wind,Winter,9217
Wind,Fall,2045
Wind,Fall,15838
Solar,Summer,5081
Wind,Spring,4082
Solar,Summer,4291
Wind,Fall,10970
Wind,Summer,3163
Wind,Winter,4222
Wind,Summer,2945
Solar,Spring,3901
Wind,Spring,5665
Wind,Spring,9612
Wind,Winter,6433
Wind,Summer,2771
Wind,Summer,3577
Wind,Winter,12747
Solar,Summer,3414
Wind,Summer,6915
Wind,Spring,4892
Wind,Summer,1388
Wind,Spring,3981
Wind,Spring,7671
Wind,Winter,2912
Solar,Summer,5806
Wind,Winter,9340
Solar,Summer,3891
Solar,Fall,7606
Wind,Fall,3046
Wind,Spring,1207
Wind,Spring,2019
Wind,Fall,6350
Wind,Winter,9360
Solar,Summer,7031
Wind,Fall,12059
Solar,Spring,4072
Wind,Winter,3075
Wind,Summer,3734
Wind,Winter,6317
Wind,Summer,13242
Wind,Fall,14863
Wind,Winter,2994
Wind,Summer,1676
Solar,Fall,7606
Wind,Summer,4544
Wind,Winter,1753
Wind,Spring,8019
Solar,Fall,7232
Solar,Spring,2948
Wind,Summer,1569
Wind,Summer,3959
Solar,Winter,5659
Wind,Spring,10459
Wind,Summer,2927
Wind,Summer,1662
Wind,Winter,15612
Solar,Fall,4020
Wind,Spring,14233
Wind,Spring,2307
Wind,Summer,8655
Wind,Winter,6315
Wind,Fall,11081
Solar,Spring,5538
Wind,Fall,11747
Wind,Spring,4898
Wind,Winter,15847
Wind,Summer,2760
Wind,Fall,2095
Wind,Summer,334
Wind,Winter,11647
Wind,Spring,457
Wind,Summer,1612
Solar,Spring,9083
Wind,Spring,13497
Solar,Fall,5286
Wind,Fall,14144
Solar,Fall,7676
Wind,Spring,6514
Solar,Winter,3963
Wind,Fall,6166
Wind,Spring,9016
Wind,Spring,7299
Wind,Winter,6422
Wind,Winter,12255
Solar,Summer,4112
Solar,Spring,6911
Wind,Fall,10329
Wind,Winter,1250
Wind,Spring,11566
Wind,Spring,5551
Wind,Spring,5535
Wind,Winter,2430
Wind,Winter,3868
Wind,Winter,13513
Wind,Winter,9867
Wind,Fall,9532
Wind,Fall,10350
Solar,Spring,1719
Wind,Fall,11829
Wind,Fall,5156
Wind,Summer,4437
Wind,Summer,3735
Wind,Winter,4485
Wind,Winter,2139
Wind,Spring,1824
Solar,Fall,5330
Solar,Spring,4830
Wind,Winter,2178
Solar,Summer,7806
Wind,Winter,7637
Solar,Summer,1886
Wind,Spring,3567
Wind,Winter,934
Wind,Fall,728
Wind,Spring,2297
Wind,Spring,2408
Wind,Summer,3248
Wind,Spring,11522
Solar,Spring,6812
Solar,Spring,5378
Wind,Winter,1865
Wind,Fall,9476
Solar,Summer,7001
Solar,Spring,10082
Wind,Winter,7525
Wind,Winter,11289
Wind,Summer,12714
Wind,Spring,13251
Wind,Spring,6672
Wind,Winter,7127
Wind,Fall,1940
Solar,Spring,7798
Wind,Summer,10873
Solar,Summer,6256
Wind,Fall,5201
Wind,Spring,4145
Solar,Spring,6673
Wind,Spring,10327
Solar,Spring,6923
Wind,Fall,2718
Wind,Fall,1837
Wind,Winter,1197
Wind,Winter,2543
Wind,Summer,2489
Wind,Winter,3607
Wind,Fall,6681
Wind,Spring,21624
Wind,Spring,7144
Wind,Winter,2621
Wind,Spring,1348
Solar,Summer,8454
Wind,Summer,10340
Wind,Spring,3293
Wind,Summer,1235
Wind,Summer,11599
Wind,Spring,3327
Solar,Summer,10719
Solar,Fall,2890
Wind,Winter,8994
Wind,Fall,1140
Wind,Spring,4205
Wind,Fall,4686
Solar,Winter,2963
Wind,Spring,11697
Solar,Spring,7109
Wind,Fall,2717
Wind,Winter,2222
Solar,Fall,5433
Wind,Fall,2777
Wind,Winter,3210
Wind,Spring,7647
Wind,Fall,12730
Wind,Winter,7443
Wind,Winter,7719
Wind,Summer,868
Wind,Spring,3347
Wind,Winter,17075
Wind,Spring,9135
Wind,Fall,5240
Wind,Spring,7705
Wind,Fall,4483
Wind,Winter,11934
Solar,Spring,2756
Wind,Spring,20332
Wind,Winter,9781
Wind,Fall,2194
Wind,Spring,3654
Wind,Winter,3872
Wind,Summer,1977
Wind,Winter,5427
Wind,Spring,2791
Wind,Spring,2626
Wind,Winter,7187
Solar,Summer,5207
Wind,Fall,2338
Solar,Spring,2886
Wind,Winter,7139
Solar,Spring,5382
Wind,Fall,5052
Wind,Fall,475
Wind,Summer,3073
Wind,Fall,2129
Wind,Winter,8739
Wind,Winter,17796
Wind,Fall,11799
Wind,Spring,2588
Wind,Spring,15150
Solar,Fall,3635
Wind,Summer,1804
Wind,Spring,5262
Wind,Summer,9318
Wind,Fall,10390
Solar,Spring,5450
Wind,Fall,1524
Solar,Fall,7262
Wind,Spring,3940
Wind,Summer,1226
Wind,Spring,1928
Solar,Fall,9665
Wind,Fall,7207
Solar,Summer,6251
Solar,Spring,3324
Wind,Spring,7619
Solar,Summer,6737
Wind,Summer,1969
Solar,Winter,267
Wind,Fall,978
Wind,Winter,9400
Wind,Summer,3653
Solar,Summer,4818
Wind,Summer,3209
Wind,Winter,18556
Wind,Fall,1720
Wind,Winter,5238
